Rank,Name,City,State,Public/Private,Undergraduate Population,Student Population,Net Price,Average Grant Aid,Total Annual Cost,Alumni Salary,Acceptance Rate,SAT Lower,SAT Upper,ACT Lower,ACT Upper,Website
519.0,Florida Gulf Coast University,Fort Myers,FL,Public,14965.0,15317.0,15376.0,4726.0,39434.0,80000.0,64.0,1060.0,1210.0,21.0,25.0,www.fgcu.edu
520.0,Meredith College,Raleigh,NC,Private,1789.0,1980.0,24545.0,21258.0,49324.0,77100.0,69.0,1000.0,1195.0,20.0,25.0,www.meredith.edu
521.0,College of Idaho,Caldwell,ID,Private,954.0,999.0,21433.0,18125.0,41347.0,82100.0,76.0,,,,,www.collegeofidaho.edu
522.0,Carroll University,Waukesha,WI,Private,3048.0,3452.0,22736.0,18551.0,44150.0,86500.0,71.0,975.0,1210.0,21.0,26.0,www.carrollu.edu
523.0,Old Dominion University,Norfolk,VA,Public,22386.0,24375.0,15368.0,7270.0,43444.0,89900.0,86.0,980.0,1200.0,18.0,25.0,odu.edu
524.0,Mount Saint Mary's University (CA),Los Angeles,CA,Private,3100.0,3226.0,28274.0,23270.0,59392.0,97500.0,81.0,920.0,1120.0,16.0,21.0,www.msmc.la.edu/index.asp
525.0,Andrews University,Berrien Springs,MI,Private,2250.0,3300.0,21460.0,16809.0,39714.0,85000.0,58.0,1040.0,1320.0,21.0,29.0,www.andrews.edu
526.0,Lynn University,Boca Raton,FL,Private,2245.0,3010.0,35077.0,14306.0,55923.0,85000.0,85.0,,,,,www.lynn.edu
527.0,Baldwin Wallace University,Berea,OH,Private,3577.0,3791.0,23729.0,19781.0,46004.0,82800.0,78.0,,,,,www.bw.edu
528.0,Otterbein University,Westerville,OH,Private,2608.0,2936.0,24287.0,20110.0,46390.0,85600.0,76.0,1040.0,1305.0,21.0,27.0,www.otterbein.edu
529.0,University of Massachusetts Boston,Boston,MA,Public,15848.0,16415.0,12412.0,11342.0,46941.0,95400.0,75.0,1040.0,1220.0,21.0,26.0,www.umb.edu
530.0,Queens University of Charlotte,Charlotte,NC,Private,1906.0,2507.0,23348.0,22152.0,48776.0,86600.0,79.0,1010.0,1198.0,21.0,26.0,www.queens.edu
531.0,"Minnesota State University, Mankato",Mankato,MN,Public,14712.0,15273.0,15615.0,5108.0,28278.0,90900.0,61.0,,,20.0,24.0,www.mnsu.edu
532.0,Portland State University,Portland,OR,Public,26693.0,27483.0,13578.0,6772.0,43989.0,90500.0,92.0,990.0,1220.0,19.0,25.0,www.pdx.edu
533.0,Westminster College (MO),Fulton,MO,Private,767.0,972.0,20402.0,18133.0,40510.0,,90.0,1015.0,1175.0,21.0,26.0,www.westminster-mo.edu
534.0,University of Northern Colorado,Greeley,CO,Public,11278.0,13399.0,20367.0,7708.0,35653.0,87100.0,89.0,1000.0,1240.0,19.0,25.0,www.unco.edu
535.0,Ripon College,Ripon,WI,Private,756.0,813.0,18592.0,28951.0,52341.0,89600.0,68.0,1040.0,1260.0,20.0,26.0,www.ripon.edu
536.0,Marietta College,Marietta,OH,Private,1145.0,1220.0,24022.0,22617.0,50104.0,94300.0,67.0,960.0,1215.0,20.0,25.0,www.marietta.edu
537.0,Sam Houston State University,Huntsville,TX,Public,19784.0,20938.0,13560.0,8976.0,31784.0,89900.0,74.0,1000.0,1140.0,19.0,23.0,shsu.edu
538.0,St. Mary's University (TX),San Antonio,TX,Private,2432.0,3649.0,17522.0,22029.0,44490.0,95300.0,80.0,1040.0,1230.0,20.0,26.0,https://www.stmarytx.edu
539.0,Illinois College,Jacksonville,IL,Private,959.0,987.0,16501.0,24557.0,42830.0,81700.0,55.0,,,,,www.ic.edu
540.0,Central Washington University,Ellensburg,WA,Public,12901.0,15944.0,14382.0,7096.0,36708.0,93200.0,86.0,910.0,1100.0,17.0,24.0,www.cwu.edu
541.0,Doane University,Crete,NE,Private,1069.0,1072.0,24449.0,20109.0,46710.0,85300.0,65.0,,,20.0,25.0,www.doane.edu
542.0,University of Hartford,West Hartford,CT,Private,6259.0,6561.0,30440.0,21526.0,54662.0,101600.0,81.0,1030.0,1230.0,21.0,27.0,www.hartford.edu
543.0,Hood College,Frederick,MD,Private,1214.0,2112.0,23416.0,26864.0,54840.0,82600.0,81.0,,,,,www.hood.edu
544.0,University of Colorado Colorado Springs,Colorado Springs,CO,Public,12932.0,14122.0,15872.0,5682.0,36298.0,90900.0,93.0,1040.0,1250.0,21.0,26.0,www.uccs.edu
545.0,St. Catherine University,St. Paul,MN,Private,3747.0,4724.0,19935.0,26729.0,50716.0,82600.0,70.0,1040.0,1310.0,20.0,26.0,www.stkate.edu
546.0,Fairleigh Dickinson University,Teaneck,NJ,Private,6168.0,7846.0,16136.0,31560.0,56618.0,93000.0,88.0,1002.0,1200.0,20.0,25.0,view.fdu.edu/default.aspx?id=320
547.0,Millersville University,Millersville,PA,Public,7720.0,7915.0,22032.0,5668.0,38569.0,84700.0,79.0,970.0,1160.0,,,https://www.millersville.edu
548.0,"University of Nevada, Las Vegas",Las Vegas,NV,Public,27561.0,30471.0,10555.0,4998.0,37639.0,90400.0,81.0,1030.0,1240.0,19.0,24.0,www.unlv.edu
549.0,Wisconsin Lutheran College,Milwaukee,WI,Private,1114.0,1198.0,20073.0,18027.0,41996.0,82500.0,90.0,1008.0,1278.0,20.0,26.0,www.wlc.edu
550.0,Randolph College,Lynchburg,VA,Private,684.0,691.0,25614.0,26264.0,54225.0,,86.0,950.0,1190.0,19.0,25.0,www.randolphcollege.edu
551.0,"CUNY, College of Staten Island",Staten Island,NY,Public,13594.0,15245.0,5687.0,7929.0,39124.0,94600.0,,,,,,www.csi.cuny.edu
552.0,Vanguard University,Costa Mesa,CA,Private,2116.0,2394.0,21374.0,22396.0,46770.0,85600.0,47.0,930.0,1120.0,18.0,24.0,www.vanguard.edu
553.0,Immaculata University,Immaculata,PA,Private,1906.0,2481.0,31971.0,21301.0,45960.0,88100.0,83.0,950.0,1170.0,17.0,23.0,www.immaculata.edu
554.0,Lycoming College,Williamsport,PA,Private,1217.0,1404.0,19019.0,31000.0,53870.0,91000.0,64.0,988.0,1200.0,21.0,25.0,www.lycoming.edu
555.0,"University of Louisiana, Lafayette",Lafayette,LA,Public,17297.0,17556.0,12768.0,7899.0,38503.0,92500.0,51.0,820.0,1180.0,21.0,26.0,www.louisiana.edu
556.0,Huntington University,Huntington,IN,Private,1146.0,1321.0,21892.0,17623.0,37296.0,,81.0,950.0,1170.0,20.0,24.0,huntington.edu
557.0,Hollins University,Roanoke,VA,Private,674.0,790.0,19456.0,32492.0,54205.0,78000.0,48.0,1110.0,1295.0,23.0,28.0,www.hollins.edu/index.shtml
558.0,Benedictine University,Lisle,IL,Private,3731.0,5100.0,23827.0,18272.0,48016.0,89400.0,62.0,916.0,1100.0,19.0,25.0,www.ben.edu
559.0,"University of North Carolina, Greensboro",Greensboro,NC,Public,18091.0,19922.0,12226.0,9017.0,35818.0,76600.0,78.0,1030.0,1180.0,20.0,25.0,www.uncg.edu
560.0,King's College (PA),Wilkes-Barre,PA,Private,2244.0,2469.0,25898.0,21560.0,52030.0,86500.0,71.0,,,,,www.kings.edu
561.0,Hastings College,Hastings,NE,Private,1202.0,1227.0,21703.0,19652.0,43527.0,87100.0,68.0,970.0,1150.0,20.0,25.0,www.hastings.edu
562.0,Georgia Southern University,Statesboro,GA,Public,20314.0,20418.0,16548.0,6648.0,33646.0,88000.0,68.0,1100.0,1230.0,22.0,26.0,www.georgiasouthern.edu
563.0,Southern Illinois University Edwardsville,Edwardsville,IL,Public,13294.0,13796.0,15574.0,6756.0,37774.0,90100.0,90.0,980.0,1225.0,20.0,26.0,www.siue.edu
564.0,Western Michigan University,Kalamazoo,MI,Public,19990.0,22869.0,16934.0,7894.0,27895.0,92200.0,82.0,960.0,1190.0,20.0,26.0,wmich.edu
565.0,Asbury University,Wilmore,KY,Private,1772.0,1990.0,28095.0,15833.0,40575.0,70800.0,70.0,980.0,1280.0,21.0,28.0,www.asbury.edu
566.0,Oakland University,Rochester,MI,Public,19321.0,19333.0,12779.0,9476.0,36581.0,93300.0,84.0,1010.0,1230.0,21.0,27.0,www.oakland.edu
567.0,University of New Mexico,Albuquerque,NM,Public,23124.0,26221.0,14315.0,6847.0,36736.0,94000.0,67.0,930.0,1170.0,19.0,25.0,www.unm.edu
568.0,Bloomsburg University of Pennsylvania,Bloomsburg,PA,Public,9260.0,9729.0,19725.0,5720.0,35750.0,92200.0,73.0,970.0,1150.0,19.0,24.0,www.bloomu.edu
569.0,Boise State University,Boise,ID,Public,23634.0,24121.0,13796.0,8258.0,37248.0,86400.0,84.0,940.0,1160.0,21.0,26.0,www.boisestate.edu
570.0,College of the Atlantic,Bar Harbor,ME,Private,354.0,390.0,20234.0,37756.0,54969.0,,68.0,,,,,www.coa.edu/index.htm
571.0,"University of Texas, Rio Grande Valley",Edinburg,TX,Public,27807.0,27809.0,3901.0,9398.0,29995.0,81200.0,80.0,950.0,1120.0,17.0,22.0,www.utrgv.edu
572.0,Maryville College,Maryville,TN,Private,1181.0,1247.0,18146.0,27778.0,49266.0,75300.0,49.0,930.0,1150.0,20.0,27.0,www.maryvillecollege.edu
573.0,Oral Roberts University,Tulsa,OK,Private,3781.0,3919.0,19035.0,19393.0,41054.0,85100.0,93.0,990.0,1210.0,20.0,26.0,www.oru.edu
574.0,"University of Alaska, Fairbanks",Fairbanks,AK,Public,7664.0,11866.0,9988.0,7457.0,32563.0,101800.0,77.0,1030.0,1270.0,17.0,25.0,www.alaska.edu
575.0,Randolph-Macon College,Ashland,VA,Private,1453.0,1491.0,25621.0,25338.0,54180.0,,62.0,1050.0,1233.0,21.0,27.0,www.rmc.edu
576.0,Montana Tech of the University of Montana,Butte,MT,Public,1909.0,2155.0,12993.0,6405.0,35755.0,112600.0,92.0,1115.0,1300.0,22.0,27.0,www.mtech.edu
577.0,"St. John's College, Santa Fe",Santa Fe,NM,Private,354.0,386.0,20605.0,31845.0,65456.0,,63.0,1190.0,1350.0,23.0,32.0,www.sjca.edu
578.0,"Indiana University-Purdue University, Indianapolis",Indianapolis,IN,Public,25516.0,29791.0,12021.0,11347.0,43022.0,88200.0,80.0,995.0,1190.0,19.0,26.0,www.iupui.edu
579.0,Hartwick College,Oneonta,NY,Private,1201.0,1435.0,26136.0,29494.0,57627.0,99200.0,89.0,920.0,1100.0,21.0,26.0,www.hartwick.edu
580.0,Alfred University,Alfred,NY,Private,2017.0,2354.0,22286.0,20676.0,43686.0,92000.0,63.0,990.0,1210.0,21.0,26.0,www.alfred.edu
581.0,Oklahoma Baptist University,Shawnee,OK,Private,2056.0,2093.0,16267.0,18708.0,39840.0,76600.0,65.0,960.0,1150.0,20.0,26.0,www.okbu.edu
582.0,Alma College,Alma,MI,Private,1426.0,1484.0,21836.0,28481.0,52475.0,89900.0,64.0,1030.0,1230.0,20.0,27.0,www.alma.edu
583.0,Saint Cloud State University,St. Cloud,MN,Public,14975.0,15955.0,14633.0,5216.0,28920.0,91600.0,86.0,958.0,1188.0,18.0,24.0,www.stcloudstate.edu
584.0,Capital University,Columbus,OH,Private,3120.0,3384.0,20866.0,25272.0,48674.0,85100.0,69.0,1075.0,1245.0,22.0,27.0,www.capital.edu
585.0,Liberty University,Lynchburg,VA,Private,60084.0,75044.0,27573.0,10400.0,38364.0,73600.0,30.0,1040.0,1240.0,21.0,27.0,www.liberty.edu
586.0,Russell Sage College,Troy,NY,Private,1560.0,2525.0,19696.0,21706.0,45397.0,81100.0,56.0,,,,,www.sage.edu/rsc
587.0,Converse College,Spartanburg,SC,Private,906.0,1478.0,21556.0,12497.0,34190.0,71000.0,71.0,970.0,1160.0,20.0,26.0,www.converse.edu
588.0,Oglethorpe University,Atlanta,GA,Private,1250.0,1589.0,22018.0,27532.0,53490.0,91400.0,58.0,1110.0,1310.0,22.0,28.0,www.oglethorpe.edu
589.0,Central Michigan University,Mount Pleasant,MI,Public,20786.0,23257.0,15531.0,8624.0,35236.0,83600.0,68.0,1010.0,1200.0,20.0,27.0,www.cmich.edu
590.0,"University of Wisconsin, Milwaukee",Milwaukee,WI,Public,24337.0,24988.0,16650.0,5647.0,35510.0,90300.0,72.0,,,20.0,25.0,www.uwm.edu
591.0,Bowling Green State University,Bowling Green,OH,Public,16592.0,17357.0,19128.0,6542.0,32105.0,87500.0,73.0,990.0,1230.0,19.0,24.0,www.bgsu.edu
592.0,Texas Woman's University,Denton,TX,Public,12020.0,15473.0,9493.0,8426.0,29683.0,83400.0,86.0,890.0,1080.0,17.0,23.0,www.twu.edu
593.0,University of Mount Union,Alliance,OH,Private,2195.0,2257.0,22786.0,17954.0,42725.0,88500.0,81.0,980.0,1200.0,20.0,25.0,www.mountunion.edu
594.0,Clarke University,Dubuque,IA,Private,845.0,1039.0,24334.0,17474.0,45900.0,80200.0,63.0,970.0,1148.0,20.0,25.0,www.clarke.edu
595.0,Carthage College,Kenosha,WI,Private,2860.0,2940.0,26532.0,26379.0,57250.0,85400.0,68.0,1040.0,1300.0,21.0,27.0,www.carthage.edu
596.0,Centenary College of Louisiana,Shreveport,LA,Private,501.0,588.0,24704.0,26633.0,53000.0,88400.0,62.0,1030.0,1210.0,22.0,28.0,www.centenary.edu
597.0,Wichita State University,Wichita,KS,Public,12704.0,15075.0,14113.0,5793.0,32716.0,87300.0,94.0,1000.0,1275.0,20.0,27.0,www.wichita.edu
598.0,Aurora University,Aurora,IL,Private,4248.0,5833.0,17220.0,15909.0,37028.0,83400.0,87.0,950.0,1130.0,19.0,23.0,www.aurora.edu
599.0,Georgetown College (KY),Georgetown,KY,Private,1051.0,1767.0,20769.0,29107.0,50086.0,81900.0,67.0,,,20.0,26.0,https://www.georgetowncollege.edu
600.0,Western Kentucky University,Bowling Green,KY,Public,20257.0,21431.0,11850.0,7295.0,36806.0,83100.0,95.0,970.0,1180.0,19.0,27.0,www.wku.edu
601.0,Wayne State University,Detroit,MI,Public,20314.0,27064.0,12970.0,9682.0,40763.0,91700.0,67.0,1000.0,1210.0,21.0,28.0,wayne.edu
602.0,Western Colorado University,Gunnison,CO,Public,2814.0,3343.0,17229.0,6195.0,35144.0,81500.0,86.0,990.0,1200.0,20.0,25.0,www.western.edu
603.0,Rhode Island College,Providence,RI,Public,8171.0,8318.0,10366.0,6877.0,35465.0,83500.0,74.0,880.0,1090.0,15.0,22.0,www.ric.edu
604.0,Weber State University,Ogden,UT,Public,27949.0,32248.0,12061.0,4579.0,29912.0,94000.0,,,,,,www.weber.edu
605.0,Salem College,Winston-Salem,NC,Private,968.0,984.0,17669.0,25354.0,46080.0,73700.0,57.0,1020.0,1300.0,23.0,29.0,www.salem.edu
606.0,"University of Texas, El Paso",El Paso,TX,Public,24386.0,25078.0,8135.0,9183.0,36955.0,92100.0,100.0,920.0,1130.0,16.0,22.0,www.utep.edu
607.0,Spring Hill College,Mobile,AL,Private,1442.0,1485.0,21108.0,29825.0,55168.0,,46.0,1025.0,1185.0,21.0,26.0,www.shc.edu
608.0,Sweet Briar College,Sweet Briar,VA,Private,323.0,406.0,21291.0,30802.0,54155.0,79700.0,93.0,993.0,1180.0,20.0,28.0,sbc.edu
609.0,University of Toledo,Toledo,OH,Public,18077.0,20579.0,13832.0,8050.0,34375.0,92500.0,94.0,1020.0,1240.0,20.0,26.0,www.utoledo.edu
610.0,University of Montana,Missoula,MT,Public,11671.0,11865.0,15006.0,5404.0,38356.0,87800.0,93.0,1060.0,1270.0,21.0,26.0,www.umt.edu
611.0,Southeastern Louisiana University,Hammond,LA,Public,14285.0,16512.0,12739.0,7250.0,34155.0,83900.0,88.0,,,19.0,24.0,www.selu.edu
612.0,University of South Alabama,Mobile,AL,Public,12848.0,15569.0,14237.0,6927.0,28210.0,86400.0,82.0,1010.0,1200.0,20.0,26.0,www.southalabama.edu
613.0,Murray State University,Murray,KY,Public,9916.0,10012.0,11497.0,8426.0,37870.0,79900.0,87.0,980.0,1190.0,21.0,27.0,www.murraystate.edu
614.0,Anderson University (IN),Anderson,IN,Private,1877.0,1961.0,23799.0,17790.0,43450.0,78600.0,65.0,910.0,1110.0,19.0,25.0,anderson.edu
615.0,University of West Florida,Pensacola,FL,Public,12449.0,13040.0,10729.0,5222.0,31895.0,81700.0,50.0,1080.0,1240.0,22.0,27.0,uwf.edu
616.0,University of New Orleans,New Orleans,LA,Public,7964.0,8082.0,11135.0,8151.0,28568.0,91600.0,57.0,1030.0,1250.0,20.0,25.0,www.uno.edu
617.0,Indiana University of Pennsylvania,Indiana,PA,Public,12003.0,12431.0,20940.0,6772.0,32461.0,85900.0,91.0,910.0,1120.0,17.0,23.0,ww.iup.edu
618.0,North Greenville University,Tigerville,SC,Private,2356.0,2565.0,26450.0,15812.0,36000.0,,61.0,930.0,1270.0,19.0,28.0,www.ngu.edu
619.0,University of Texas at San Antonio,San Antonio,TX,Public,27880.0,30768.0,12745.0,8177.0,34484.0,87500.0,79.0,1030.0,1210.0,20.0,25.0,www.utsa.edu
620.0,Millikin University,Decatur,IL,Private,2040.0,2132.0,20435.0,23312.0,47664.0,83400.0,65.0,1080.0,1260.0,19.0,26.0,www.millikin.edu/Pages/default.aspx
621.0,Northern Illinois University,DeKalb,IL,Public,15429.0,18045.0,19786.0,9482.0,38314.0,95500.0,53.0,,,19.0,24.0,www.niu.edu/index.shtml
622.0,Cleveland State University,Cleveland,OH,Public,14594.0,16371.0,16582.0,7096.0,30825.0,88600.0,90.0,990.0,1210.0,19.0,25.0,www.csuohio.edu
623.0,Humboldt State University,Arcata,CA,Public,8525.0,8602.0,14490.0,9038.0,36601.0,89000.0,82.0,960.0,1160.0,18.0,24.0,www.humboldt.edu
624.0,Monmouth College,Monmouth,IL,Private,1033.0,1205.0,17190.0,27809.0,47970.0,88100.0,67.0,900.0,1090.0,20.0,25.0,www.monmouthcollege.edu
625.0,St. Francis College,Brooklyn,NY,Private,2362.0,2745.0,9560.0,15533.0,44488.0,93200.0,63.0,950.0,1120.0,20.0,24.0,www.sfc.edu
626.0,Elmira College,Elmira,NY,Private,1012.0,1135.0,26255.0,26883.0,55050.0,82200.0,85.0,,,,,www.elmira.edu
627.0,University of Southern Mississippi,Hattiesburg,MS,Public,13606.0,14478.0,13178.0,9292.0,24883.0,83900.0,98.0,,,19.0,26.0,home.usm.edu
628.0,Lyon College,Batesville,AR,Private,672.0,705.0,18605.0,18534.0,39120.0,,64.0,1030.0,1234.0,22.0,28.0,www.lyon.edu
629.0,Southern Illinois University Carbondale,Carbondale,IL,Public,13518.0,14554.0,17175.0,10924.0,42770.0,90900.0,76.0,920.0,1330.0,20.0,26.0,siu.edu
630.0,Kent State University Kent Campus,Kent,OH,Public,27376.0,28972.0,18432.0,7306.0,34046.0,83100.0,88.0,1040.0,1220.0,21.0,25.0,www.kent.edu
631.0,Middle Tennessee State University,Murfreesboro,TN,Public,21913.0,23050.0,12416.0,8607.0,40458.0,81100.0,59.0,990.0,1210.0,20.0,25.0,www.mtsu.edu
632.0,Warren Wilson College,Asheville,NC,Private,661.0,695.0,25117.0,19414.0,49744.0,74600.0,79.0,1140.0,1285.0,25.0,29.0,www.warren-wilson.edu/external_index.php
633.0,Northern Kentucky University,Highland Heights,KY,Public,14141.0,14456.0,9131.0,8295.0,32136.0,87400.0,90.0,993.0,1210.0,20.0,26.0,www.nku.edu
634.0,Western Illinois University,Macomb,IL,Public,9441.0,9656.0,15844.0,9239.0,25835.0,85900.0,60.0,,,18.0,23.0,www.wiu.edu
635.0,"University of Alaska, Anchorage",Anchorage,AK,Public,15733.0,23824.0,13378.0,6207.0,39902.0,101000.0,83.0,,,,,www.uaa.alaska.edu
636.0,Fort Lewis College,Durango,CO,Public,3332.0,3925.0,17705.0,10850.0,36843.0,82600.0,83.0,1020.0,1210.0,20.0,25.0,www.fortlewis.edu
637.0,Marlboro College,Marlboro,VT,Private,185.0,390.0,17636.0,33054.0,55625.0,,97.0,,,,,www.marlboro.edu
638.0,Wright State University,Dayton,OH,Public,14332.0,15957.0,16249.0,6546.0,32506.0,87800.0,97.0,980.0,1270.0,19.0,25.0,https://www.wright.edu
639.0,Hiram College,Hiram,OH,Private,1200.0,1221.0,21474.0,23318.0,47757.0,84100.0,64.0,940.0,1200.0,18.0,24.0,www.hiram.edu
640.0,University of Memphis,Memphis,TN,Public,19875.0,21521.0,13921.0,8960.0,36372.0,85800.0,85.0,1010.0,1230.0,19.0,25.0,www.mephis.edu
641.0,Eastern Kentucky University,Richmond,KY,Public,16155.0,16612.0,11892.0,8234.0,31978.0,80700.0,87.0,960.0,1130.0,20.0,25.0,www.eku.edu
642.0,Fisk University,Nashville,TN,Private,701.0,738.0,28362.0,9396.0,37070.0,83600.0,45.0,940.0,1260.0,16.0,22.0,www.fisk.edu/Home.aspx
643.0,Guilford College,Greensboro,NC,Private,1680.0,2050.0,23560.0,22964.0,50813.0,75600.0,91.0,,,,,www.guilford.edu
644.0,Carson-Newman University,Jefferson City,TN,Private,1934.0,2514.0,18003.0,20126.0,40640.0,76500.0,67.0,940.0,1150.0,20.0,26.0,www.cn.edu
645.0,Morehouse College,Atlanta,GA,Private,2202.0,2219.0,34928.0,17318.0,48723.0,98700.0,74.0,950.0,1160.0,18.0,23.0,https://www.morehouse.edu
646.0,New Mexico State University,Las Cruces,NM,Public,13379.0,14432.0,8625.0,9582.0,34720.0,96700.0,64.0,910.0,1160.0,18.0,23.0,www.nmsu.edu
647.0,Indiana State University,Terre Haute,IN,Public,13626.0,13763.0,13012.0,9297.0,32938.0,85600.0,85.0,900.0,1110.0,17.0,23.0,www.indstate.edu
648.0,Emory &amp; Henry College,Emory,VA,Private,1094.0,1226.0,19340.0,27155.0,48100.0,70700.0,72.0,988.0,1170.0,19.0,25.0,www.ehc.edu
649.0,Wells College,Aurora,NY,Private,488.0,516.0,22828.0,30207.0,55180.0,,80.0,,,,,www.wells.edu
650.0,Catawba College,Salisbury,NC,Private,1336.0,1463.0,19807.0,23662.0,44921.0,78100.0,42.0,930.0,1100.0,18.0,23.0,www.catawba.edu
